Fecha,Hora,Noroeste Ozono,Noroeste dióxido de azufre,Noroeste dióxido de nitrógeno,Noroeste monóxido de carbono,Noroeste PM10,Noreste Ozono,Noreste dióxido de azufre,Noreste dióxido de nitrógeno,Noreste monóxido de carbono,Noreste PM10,Centro Ozono,Centro dióxido de azufre,Centro dióxido de nitrógeno,Centro monóxido de carbono,Centro PM10,Suroeste Ozono,Suroeste dióxido de azufre,Suroeste dióxido de nitrógeno,Suroeste monóxido de carbono,Suroeste PM10,Sureste Ozono,Sureste dióxido de azufre,Sureste dióxido de nitrógeno,Sureste monóxido de carbono,Sureste PM10,,,,,
18/07/2010,8,6,5,9,6,40,19,2,5,3,55,14,3,7,5,31,13,5,7,8,30,15,2,10,9,34,,,,,
18/07/2010,9,17,5,7,6,37,27,2,4,3,52,21,2,5,5,30,20,4,6,9,28,23,2,10,10,33,,,,,
18/07/2010,10,22,5,6,7,34,31,2,4,4,48,26,2,9,5,28,24,4,7,9,27,28,2,11,11,30,,,,,
18/07/2010,11,32,4,6,7,32,35,2,3,4,43,31,2,12,6,27,31,4,8,9,26,38,2,12,11,28,,,,,
18/07/2010,12,43,4,5,7,30,39,2,2,4,41,45,2,10,6,25,42,4,7,10,25,50,2,15,12,27,,,,,
18/07/2010,13,51,4,5,7,29,42,2,2,4,38,55,2,10,6,23,60,3,7,10,23,65,2,13,12,25,,,,,
18/07/2010,14,55,4,5,7,28,44,2,2,3,35,63,2,9,6,23,73,3,7,10,22,65,2,15,13,23,,,,,
18/07/2010,15,55,4,5,7,28,44,2,1,3,33,63,2,11,7,22,79,3,7,10,21,64,2,16,13,23,,,,,
18/07/2010,16,52,4,5,7,27,41,2,2,3,30,56,2,10,7,22,74,3,7,10,20,60,2,18,13,22,,,,,
18/07/2010,17,39,4,7,7,26,27,2,6,3,28,38,2,7,7,21,60,3,7,10,20,55,2,15,13,21,,,,,
18/07/2010,18,22,4,9,7,26,22,2,8,3,28,14,2,12,7,22,28,3,7,10,20,27,2,11,12,22,,,,,
18/07/2010,19,15,4,11,7,26,20,2,9,4,27,6,2,15,7,22,22,3,9,10,19,18,2,14,12,22,,,,,
18/07/2010,20,17,4,12,7,26,16,2,10,4,27,2,2,16,8,22,17,3,10,10,19,18,2,16,12,21,,,,,
18/07/2010,21,13,4,13,7,26,11,2,9,5,27,2,2,15,8,22,13,3,11,10,18,6,2,15,13,21,,,,,
18/07/2010,22,9,4,12,8,25,9,2,9,5,27,1,2,13,9,22,10,3,12,11,19,5,2,14,14,20,,,,,
18/07/2010,23,7,4,11,8,25,13,2,9,5,26,6,2,10,9,22,11,3,12,11,19,8,2,13,14,20,,,,,
18/07/2010,24,15,4,9,8,25,19,2,6,5,25,5,2,10,8,21,14,3,10,11,18,10,2,12,14,20,,,,,
19/07/2010,1,15,4,7,8,25,21,2,3,4,25,11,2,7,8,21,16,3,9,11,18,17,2,8,13,21,,,,,
19/07/2010,2,15,4,5,8,25,23,2,2,4,24,16,2,5,8,20,16,3,6,11,18,25,2,5,12,21,,,,,
19/07/2010,3,18,4,9,8,24,22,2,2,3,25,17,2,6,6,20,15,3,5,10,18,24,2,5,11,20,,,,,
19/07/2010,4,29,3,10,7,23,18,2,2,2,24,16,2,7,5,20,23,3,7,10,17,21,2,7,10,20,,,,,
19/07/2010,5,21,3,12,7,23,17,2,6,2,24,8,2,11,5,19,25,3,9,9,17,15,2,13,9,19,,,,,
19/07/2010,6,13,2,13,6,22,15,2,9,3,24,4,2,14,5,18,21,3,11,9,15,6,2,15,9,18,,,,,
19/07/2010,7,11,2,13,7,20,11,2,10,4,24,2,2,14,6,19,15,3,12,9,14,5,2,13,10,18,,,,,
19/07/2010,8,13,2,12,8,20,15,2,8,5,27,8,2,12,7,19,12,3,11,10,14,12,2,14,11,19,,,,,
19/07/2010,9,18,2,9,9,21,23,2,5,6,28,17,2,11,8,19,17,3,10,10,14,15,2,15,13,19,,,,,
19/07/2010,10,26,2,8,8,21,27,2,5,6,28,24,2,9,9,19,22,3,8,11,14,27,2,12,14,19,,,,,
19/07/2010,11,33,2,8,8,21,34,2,4,7,30,35,2,10,9,19,31,3,9,12,14,38,2,16,15,20,,,,,
19/07/2010,12,41,2,8,9,22,35,2,6,8,32,44,2,9,10,20,52,3,10,12,15,53,3,19,17,20,,,,,
19/07/2010,13,46,2,7,9,22,34,2,4,8,34,44,2,9,9,19,62,3,10,13,15,55,3,15,17,21,,,,,
19/07/2010,14,45,2,6,10,22,33,2,5,7,36,42,2,10,9,20,64,3,8,13,16,50,3,15,17,22,,,,,
19/07/2010,15,40,2,7,9,22,34,2,6,7,38,39,2,14,8,19,55,3,6,12,16,38,3,15,16,22,,,,,
19/07/2010,16,38,2,7,9,22,31,2,5,6,41,27,2,9,7,20,35,3,9,12,16,35,3,13,15,22,,,,,
19/07/2010,17,28,2,7,8,23,31,2,7,6,44,17,2,11,7,20,25,3,10,12,18,40,3,15,15,23,,,,,
19/07/2010,18,24,2,13,8,23,39,2,7,6,44,7,2,20,8,18,23,3,13,12,17,40,3,17,14,22,,,,,
19/07/2010,19,15,2,14,8,23,42,2,10,7,47,7,2,20,9,18,16,3,14,13,15,35,2,16,15,22,,,,,
19/07/2010,20,9,2,15,9,22,31,2,17,7,48,2,2,20,10,18,14,3,14,14,17,16,2,19,17,22,,,,,
19/07/2010,21,12,2,11,9,22,21,2,7,7,49,4,2,15,10,19,9,3,13,16,17,12,2,15,19,23,,,,,
19/07/2010,22,15,2,10,9,23,21,2,8,7,50,10,2,10,10,18,15,3,11,16,17,7,3,12,20,23,,,,,
19/07/2010,23,17,2,10,9,23,21,2,6,6,52,15,2,9,10,18,18,3,11,16,17,11,3,10,19,23,,,,,
19/07/2010,24,18,2,9,9,22,22,2,4,5,52,18,2,6,9,18,20,3,9,16,16,14,3,7,18,23,,,,,
20/07/2010,1,19,2,9,9,22,23,2,3,5,51,21,2,4,9,18,19,3,7,15,16,18,3,5,17,22,,,,,
20/07/2010,2,20,2,10,8,22,22,2,3,4,51,14,2,8,8,18,20,3,6,14,16,16,2,9,16,22,,,,,
20/07/2010,3,21,2,9,7,22,20,2,2,3,49,15,2,6,6,18,22,3,7,13,15,15,2,9,14,23,,,,,
20/07/2010,4,19,2,9,6,23,18,2,2,2,49,11,2,7,5,18,19,3,7,11,15,15,2,7,11,23,,,,,
20/07/2010,5,17,2,10,6,22,15,2,6,2,49,7,2,11,4,18,18,3,8,9,15,13,2,11,8,23,,,,,
20/07/2010,6,4,2,12,6,22,12,2,10,2,49,1,2,13,4,18,16,3,7,8,15,5,2,14,8,23,,,,,
20/07/2010,7,4,2,12,6,23,11,2,10,3,50,3,2,12,5,14,13,3,11,9,15,4,2,16,10,23,,,,,
20/07/2010,8,12,2,11,7,23,16,2,9,4,50,3,2,15,7,14,11,3,11,10,15,7,2,14,12,23,,,,,
20/07/2010,9,10,2,12,7,23,23,2,7,5,51,8,2,12,8,14,15,3,11,11,16,14,2,16,15,24,,,,,
20/07/2010,10,21,2,11,8,23,29,2,5,6,52,21,2,9,8,15,15,3,10,11,17,15,2,15,16,25,,,,,
20/07/2010,11,23,2,13,9,24,31,2,6,7,53,21,2,14,9,19,25,3,8,12,17,29,2,13,18,26,,,,,
20/07/2010,12,24,2,10,9,25,35,2,7,8,53,25,2,13,10,19,32,3,9,13,17,43,2,15,21,26,,,,,
20/07/2010,13,34,2,9,9,25,35,2,6,8,53,35,2,15,10,20,45,3,9,13,17,50,2,17,22,26,,,,,
20/07/2010,14,41,2,7,9,26,37,2,6,8,55,36,2,15,11,20,56,3,10,13,16,57,2,19,22,26,,,,,
20/07/2010,15,45,2,9,9,26,36,2,8,8,56,30,2,20,11,21,55,3,10,13,19,49,2,18,21,26,,,,,
20/07/2010,16,35,2,12,9,26,34,2,11,7,54,24,2,21,11,22,44,3,11,12,21,44,2,18,19,27,,,,,
20/07/2010,17,19,2,16,8,26,27,2,12,8,54,9,2,26,12,22,33,3,14,12,21,31,2,20,18,26,,,,,
20/07/2010,18,15,2,17,9,26,25,2,15,9,53,3,2,22,14,22,25,3,12,12,22,24,2,21,19,26,,,,,
20/07/2010,19,19,3,18,9,25,25,2,13,10,51,5,2,22,15,22,25,3,11,12,22,15,2,19,19,28,,,,,
20/07/2010,20,8,3,17,10,25,22,2,12,10,49,1,2,20,16,22,19,3,13,12,22,10,2,18,18,26,,,,,
20/07/2010,21,4,3,16,12,25,20,2,11,11,48,0,2,19,17,21,13,3,15,13,21,11,2,17,19,25,,,,,
20/07/2010,22,6,3,13,12,24,18,2,11,11,46,0,2,15,17,21,8,3,15,14,21,5,2,15,20,25,,,,,
20/07/2010,23,6,3,12,13,24,17,2,9,10,45,1,2,14,17,21,15,3,13,14,21,4,2,13,20,25,,,,,
20/07/2010,24,9,3,11,12,23,19,2,8,9,44,0,3,13,15,21,19,3,10,14,21,2,2,13,20,26,,,,,
21/07/2010,1,7,3,10,11,23,15,2,7,8,45,0,3,13,13,22,18,3,10,13,21,3,2,12,19,27,,,,,
21/07/2010,2,10,3,10,10,23,16,2,5,6,45,0,3,13,11,22,19,3,9,13,21,3,2,12,17,26,,,,,
21/07/2010,3,10,3,9,10,23,18,2,5,5,44,0,3,12,9,22,16,3,6,12,21,3,2,11,15,25,,,,,
21/07/2010,4,10,3,10,8,23,15,2,5,4,45,0,3,11,8,22,17,3,5,12,21,3,2,10,14,26,,,,,
21/07/2010,5,8,3,10,7,23,6,2,7,4,46,0,3,12,8,23,15,3,7,11,20,5,2,16,13,26,,,,,
21/07/2010,6,3,2,10,8,23,5,2,10,5,48,0,3,13,8,23,15,3,10,10,21,3,2,13,13,27,,,,,
21/07/2010,7,3,2,12,9,23,5,2,10,7,49,1,3,15,10,23,8,3,11,11,21,3,2,13,14,28,,,,,
21/07/2010,8,5,2,11,10,23,11,2,9,9,50,2,3,17,11,25,9,3,11,12,20,4,2,14,16,28,,,,,
21/07/2010,9,17,2,11,10,23,17,2,6,11,51,7,3,15,12,25,12,3,11,13,20,7,2,21,18,28,,,,,
21/07/2010,10,19,2,9,10,23,25,2,5,11,51,16,3,11,13,25,20,3,12,14,20,22,3,16,20,27,,,,,
21/07/2010,11,25,2,10,10,23,28,2,6,12,51,27,3,10,13,25,23,3,11,14,20,29,2,13,21,26,,,,,
21/07/2010,12,35,2,7,10,23,30,2,4,12,51,34,3,11,13,25,41,3,9,15,20,39,3,17,22,27,,,,,
21/07/2010,13,37,2,6,10,22,30,2,5,12,50,42,3,14,13,24,55,3,8,15,20,43,3,16,22,26,,,,,
21/07/2010,14,37,2,7,10,22,31,2,4,10,48,34,3,12,12,23,53,3,8,15,20,38,3,16,21,26,,,,,
21/07/2010,15,32,2,9,9,23,31,2,7,9,48,28,3,10,10,23,39,3,8,14,16,33,3,13,20,26,,,,,
21/07/2010,16,30,2,6,9,22,30,2,5,8,50,25,3,10,8,22,36,3,6,13,14,31,3,10,17,23,,,,,
21/07/2010,17,31,2,5,8,22,28,2,4,7,50,24,3,8,7,22,27,3,8,12,14,28,3,11,16,23,,,,,
21/07/2010,18,25,2,7,8,21,25,2,5,7,52,14,3,10,7,21,22,3,8,11,14,18,3,12,15,23,,,,,
21/07/2010,19,18,2,9,8,23,21,2,5,6,55,13,3,9,6,21,15,3,10,11,15,13,3,13,16,23,,,,,
21/07/2010,20,12,2,8,7,23,19,2,5,6,57,11,3,8,7,21,7,3,11,11,15,12,3,12,16,24,,,,,
21/07/2010,21,14,2,9,7,23,21,2,5,6,58,10,2,8,7,21,9,3,10,11,15,11,2,11,16,23,,,,,
21/07/2010,22,15,2,9,7,23,23,2,5,6,58,10,2,9,6,21,8,3,9,11,15,10,2,10,15,23,,,,,
21/07/2010,23,15,2,9,7,23,22,2,4,5,59,9,2,9,6,21,8,3,10,11,14,14,2,9,15,23,,,,,
21/07/2010,24,17,2,7,6,23,22,2,2,5,59,15,2,6,6,20,15,3,8,11,15,14,2,7,14,22,,,,,
22/07/2010,1,15,2,6,6,23,21,2,2,4,59,16,2,5,5,20,18,3,4,11,14,17,2,5,13,21,,,,,
22/07/2010,2,18,2,9,6,23,20,2,3,3,59,18,2,4,4,19,17,3,7,10,15,18,2,6,12,22,,,,,
22/07/2010,3,14,2,8,6,23,19,2,2,3,59,14,2,7,4,18,18,3,7,10,15,17,2,7,10,22,,,,,
22/07/2010,4,15,2,8,5,23,16,2,2,2,58,10,2,9,4,18,17,3,6,9,15,13,2,10,9,22,,,,,
22/07/2010,5,10,2,9,5,23,15,2,7,2,58,5,2,10,4,18,14,3,6,8,15,8,2,11,8,22,,,,,
22/07/2010,6,5,2,10,6,22,8,2,10,2,57,1,2,12,5,17,10,3,9,9,14,5,2,12,9,22,,,,,
22/07/2010,7,5,2,10,6,22,6,2,10,3,54,1,2,13,5,16,3,3,11,9,14,3,2,13,12,21,,,,,
22/07/2010,8,5,2,11,7,22,5,2,10,4,53,1,2,14,7,15,2,3,12,11,14,3,2,13,15,22,,,,,
22/07/2010,9,11,3,10,7,23,9,2,9,6,53,2,2,17,9,15,3,3,12,12,14,5,2,14,17,23,,,,,
22/07/2010,10,17,3,10,8,23,17,2,7,6,53,5,3,19,11,17,13,3,10,14,15,8,2,14,20,23,,,,,
22/07/2010,11,16,3,10,8,23,17,2,7,7,54,9,3,18,12,18,21,3,9,14,15,10,2,15,21,24,,,,,
22/07/2010,12,20,3,7,9,22,21,2,7,8,53,8,3,17,13,19,22,3,10,15,15,15,2,16,23,24,,,,,
22/07/2010,13,20,4,10,9,23,20,2,7,9,54,11,3,15,14,19,24,3,10,16,15,19,2,16,24,25,,,,,
22/07/2010,14,22,5,11,9,23,18,2,7,10,55,11,3,13,14,20,25,4,11,16,15,21,2,16,24,26,,,,,
22/07/2010,15,16,5,10,9,23,18,2,8,11,56,9,3,14,15,21,15,4,13,16,16,15,2,15,23,27,,,,,
22/07/2010,16,12,5,9,9,23,18,2,10,11,53,6,3,11,13,21,15,4,12,16,18,15,2,15,22,29,,,,,
22/07/2010,17,10,5,11,9,23,15,2,7,12,50,5,3,13,12,21,11,4,10,15,18,15,2,12,21,29,,,,,
22/07/2010,18,7,5,11,10,22,15,2,7,12,47,3,3,14,12,21,12,4,12,15,17,12,2,13,21,29,,,,,
22/07/2010,19,4,5,11,10,21,14,2,7,13,43,1,3,12,11,20,5,4,12,15,15,7,2,14,23,27,,,,,
22/07/2010,20,2,5,10,10,20,11,2,7,13,42,0,3,13,11,19,10,4,12,16,14,2,2,12,23,27,,,,,
22/07/2010,21,3,5,10,10,20,8,2,8,14,40,1,3,12,11,19,9,4,11,17,14,2,2,11,23,27,,,,,
22/07/2010,22,2,5,10,11,20,10,2,9,13,40,0,4,11,11,20,10,4,10,18,14,2,2,10,23,26,,,,,
22/07/2010,23,4,5,9,11,19,10,2,9,12,40,0,4,11,11,20,10,4,10,18,14,2,2,10,22,26,,,,,
22/07/2010,24,5,6,8,10,19,5,2,8,11,39,1,4,10,11,20,12,4,9,18,14,3,2,10,22,26,,,,,
23/07/2010,1,3,7,8,10,19,9,2,4,9,38,0,5,10,10,20,8,4,7,17,14,3,2,9,20,26,,,,,
23/07/2010,2,8,8,8,9,19,9,2,5,8,38,0,5,10,9,20,5,4,8,16,14,5,2,9,18,26,,,,,
23/07/2010,3,9,8,8,9,19,8,2,6,7,39,0,6,10,8,21,3,4,8,15,14,3,3,9,16,26,,,,,
23/07/2010,4,4,9,8,8,19,9,3,6,5,39,0,6,10,7,21,2,4,8,14,14,3,4,9,14,24,,,,,
23/07/2010,5,3,10,9,8,20,6,3,7,4,39,1,7,9,6,21,2,4,8,13,14,3,4,9,13,24,,,,,
23/07/2010,6,3,10,10,8,20,3,3,8,4,38,1,8,10,7,21,2,5,8,12,14,3,5,11,13,25,,,,,
23/07/2010,7,3,11,10,9,20,3,3,8,4,38,1,8,12,7,21,2,5,8,12,15,4,5,9,13,24,,,,,
23/07/2010,8,5,12,10,9,20,4,4,8,5,36,1,8,13,9,21,2,5,9,12,15,4,5,10,14,23,,,,,
23/07/2010,9,7,12,10,10,18,5,4,9,7,34,1,8,12,10,21,5,5,10,14,15,4,5,13,15,21,,,,,
23/07/2010,10,9,12,12,11,19,12,4,8,8,33,1,8,15,11,20,11,5,11,15,15,9,5,12,17,20,,,,,
23/07/2010,11,12,12,11,13,20,16,4,7,9,31,4,8,13,13,18,16,5,11,16,15,11,5,14,19,20,,,,,
23/07/2010,12,18,12,14,13,21,18,4,10,9,30,7,8,15,14,18,11,5,12,17,16,17,5,14,20,20,,,,,
23/07/2010,13,16,12,12,14,21,22,4,11,10,30,16,8,20,15,18,15,5,14,18,16,30,5,18,20,20,,,,,
23/07/2010,14,19,12,16,13,21,29,4,12,10,28,9,8,25,16,17,23,6,13,18,16,43,5,19,19,20,,,,,
23/07/2010,15,27,11,14,14,22,21,4,13,10,28,13,9,23,15,18,25,6,20,19,15,38,5,24,20,19,,,,,
23/07/2010,16,23,11,18,14,22,23,5,11,10,29,13,9,21,16,18,26,6,21,19,16,22,6,25,20,18,,,,,
23/07/2010,17,5,12,23,14,23,26,5,14,11,29,8,9,16,15,19,21,6,18,17,18,21,6,16,20,20,,,,,
23/07/2010,18,5,12,24,14,23,23,5,13,12,30,0,9,20,15,20,15,6,20,17,18,17,6,20,21,19,,,,,
23/07/2010,19,3,12,22,14,24,20,5,15,13,31,1,9,20,16,21,23,6,20,18,19,18,6,20,21,21,,,,,
23/07/2010,20,2,12,23,16,26,17,5,18,15,31,0,9,18,16,21,15,6,17,18,20,17,6,17,21,22,,,,,
23/07/2010,21,2,12,21,17,25,19,5,17,15,32,0,9,18,17,21,14,6,20,19,21,12,6,17,21,21,,,,,
23/07/2010,22,2,12,20,18,24,22,5,13,15,32,0,9,21,17,21,10,6,17,19,22,11,6,16,21,21,,,,,
23/07/2010,23,2,12,19,19,25,20,5,10,15,31,0,9,17,17,21,4,7,15,19,23,8,6,12,19,22,,,,,
23/07/2010,24,2,11,18,19,27,21,5,9,14,31,1,9,15,17,21,5,7,12,18,23,12,6,10,18,23,,,,,
24/07/2010,1,2,10,18,19,27,18,4,7,12,31,0,8,14,16,22,5,7,11,18,23,10,6,10,17,23,,,,,
24/07/2010,2,2,10,16,18,28,11,4,7,10,31,0,8,14,15,21,5,7,11,17,23,15,5,11,14,22,,,,,
24/07/2010,3,2,8,16,18,28,8,4,7,8,31,0,7,14,14,21,8,7,11,15,24,17,5,12,11,22,,,,,
24/07/2010,4,3,8,16,17,28,14,4,8,6,31,0,7,15,13,21,8,6,11,14,23,9,5,10,11,23,,,,,
24/07/2010,5,3,8,15,17,28,14,4,8,6,32,0,6,13,12,21,3,6,12,12,24,6,4,10,10,23,,,,,
24/07/2010,6,2,7,14,17,28,11,4,9,5,31,0,5,13,11,21,4,6,10,11,24,4,4,9,9,22,,,,,
24/07/2010,7,3,6,14,16,29,8,4,8,5,31,1,5,14,12,21,2,5,10,11,24,4,3,9,9,22,,,,,
24/07/2010,8,3,6,14,16,29,6,4,8,6,30,1,5,14,13,21,2,5,9,12,24,4,3,10,10,22,,,,,
24/07/2010,9,4,5,16,16,30,5,4,7,7,30,1,5,13,14,21,5,5,9,13,23,5,3,8,11,21,,,,,
24/07/2010,10,5,5,16,18,29,7,4,8,8,29,2,4,16,15,20,10,5,9,13,23,8,3,9,12,20,,,,,
24/07/2010,11,4,5,17,19,28,10,3,7,8,28,5,4,17,16,19,8,4,9,14,23,9,2,12,12,19,,,,,
24/07/2010,12,5,5,16,20,28,15,2,7,9,28,2,4,14,16,18,12,4,9,15,22,14,2,10,13,18,,,,,
24/07/2010,13,9,4,14,20,28,16,2,10,9,28,5,4,13,17,18,13,4,10,15,21,15,2,17,16,18,,,,,
24/07/2010,14,7,4,16,20,28,17,2,8,9,27,7,4,13,18,18,23,4,16,16,20,15,2,13,17,18,,,,,
24/07/2010,15,7,4,17,20,27,20,2,9,10,27,7,4,14,17,16,14,4,14,16,20,17,2,14,19,17,,,,,
24/07/2010,16,11,4,16,19,26,20,2,12,11,26,2,3,20,17,15,18,3,13,15,18,13,2,16,20,16,,,,,
24/07/2010,17,10,3,17,19,26,20,2,11,10,24,2,3,18,16,14,20,3,14,15,18,11,2,19,22,15,,,,,
24/07/2010,18,7,3,16,18,25,20,2,11,10,25,2,3,18,16,13,14,3,15,6,17,14,2,17,24,16,,,,,
24/07/2010,19,3,3,18,17,24,17,2,13,11,25,1,3,19,16,13,10,3,13,5,16,15,2,14,24,13,,,,,
24/07/2010,20,3,3,18,17,24,13,2,13,11,24,0,3,18,16,13,5,3,10,5,15,10,2,12,24,13,,,,,
24/07/2010,21,3,3,17,17,24,6,2,14,13,24,0,3,17,17,13,5,3,11,5,14,3,2,11,22,13,,,,,
24/07/2010,22,2,3,15,18,23,6,2,15,14,21,0,3,15,17,13,3,3,12,5,13,3,2,11,21,13,,,,,
24/07/2010,23,3,3,15,19,23,3,2,14,15,18,0,3,14,18,13,2,3,11,5,13,5,2,11,21,12,,,,,
24/07/2010,24,3,3,15,21,23,3,2,15,15,18,0,3,13,19,13,2,3,11,5,12,7,2,10,20,12,,,,,
25/07/2010,1,3,3,15,22,23,3,2,12,16,18,0,3,14,19,13,1,3,10,14,12,5,2,12,18,12,,,,,
25/07/2010,2,3,3,14,24,23,4,2,11,17,18,0,3,14,21,13,1,3,10,14,11,9,2,11,17,12,,,,,
25/07/2010,3,3,3,13,25,23,11,2,10,18,18,0,3,14,21,13,1,3,10,14,11,10,2,11,18,13,,,,,
25/07/2010,4,3,3,13,25,23,15,2,11,17,18,1,3,16,22,13,1,3,9,15,11,10,2,12,19,13,,,,,
25/07/2010,5,3,3,14,26,23,5,2,11,17,18,0,3,15,20,13,1,3,9,16,10,7,2,10,19,13,,,,,
25/07/2010,6,3,3,12,26,23,8,2,10,17,18,0,3,14,21,13,1,3,8,16,10,3,2,11,19,13,,,,,
25/07/2010,7,2,3,12,26,23,7,2,10,17,18,1,3,15,22,13,1,3,9,17,10,5,2,10,20,13,,,,,
25/07/2010,8,3,3,11,26,22,4,2,10,17,19,1,3,17,22,13,2,3,10,18,10,5,2,11,21,13,,,,,
25/07/2010,9,7,3,15,26,21,7,2,10,17,19,3,3,20,22,13,5,3,11,19,10,5,2,12,22,14,,,,,
25/07/2010,10,19,3,19,25,21,13,2,12,17,19,9,3,26,22,13,10,3,14,19,11,12,2,16,22,14,,,,,
25/07/2010,11,25,3,24,24,21,25,2,11,16,20,22,3,28,21,13,25,3,15,19,11,22,2,14,22,14,,,,,
25/07/2010,12,25,3,27,22,23,35,2,6,15,20,27,3,16,18,14,27,3,13,18,11,30,2,10,21,14,,,,,
25/07/2010,13,33,3,29,20,23,25,2,6,14,19,30,3,11,16,14,37,3,11,17,12,32,2,8,20,14,,,,,
25/07/2010,14,21,2,25,18,24,25,2,10,13,18,37,3,11,15,14,37,3,8,16,12,34,2,9,19,13,,,,,
25/07/2010,15,18,2,20,18,25,21,2,12,11,19,24,3,20,13,14,24,3,12,14,12,28,2,13,17,13,,,,,
25/07/2010,16,13,2,15,17,26,27,2,11,10,19,12,3,21,12,14,20,3,16,13,12,23,2,19,16,15,,,,,
25/07/2010,17,15,2,14,16,26,23,2,11,9,20,8,3,15,11,15,20,3,12,13,13,22,2,14,16,15,,,,,
25/07/2010,18,15,2,13,15,27,21,2,13,9,19,9,3,17,11,15,20,3,12,12,13,19,2,14,17,13,,,,,
25/07/2010,19,14,2,13,14,27,18,2,12,9,21,3,3,20,11,15,13,3,13,12,13,15,3,18,17,14,,,,,
25/07/2010,20,6,2,15,13,27,15,2,12,9,21,0,3,20,12,15,5,3,14,13,13,8,3,18,18,14,,,,,
25/07/2010,21,3,2,17,14,27,7,2,13,10,22,0,3,19,12,16,5,3,14,14,13,4,3,17,19,15,,,,,
25/07/2010,22,3,2,15,14,28,5,2,13,11,22,0,3,17,13,16,3,3,11,15,13,3,3,15,20,16,,,,,
25/07/2010,23,2,3,14,15,28,3,2,12,12,23,0,3,16,13,17,3,3,10,17,13,3,3,14,21,16,,,,,
25/07/2010,24,2,3,13,16,28,3,2,11,14,23,1,3,15,13,18,3,3,10,19,13,3,3,13,22,17,,,,,
26/07/2010,1,2,4,11,17,29,3,2,10,14,23,1,3,14,13,18,4,3,8,19,13,3,3,13,22,19,,,,,
26/07/2010,2,2,4,11,18,30,3,2,8,13,23,1,3,14,13,19,3,3,8,19,13,3,3,12,22,19,,,,,
26/07/2010,3,2,4,10,18,29,3,2,8,13,23,0,3,13,14,20,5,3,8,19,14,3,3,10,22,19,,,,,
26/07/2010,4,3,5,11,19,29,4,2,8,13,25,1,3,11,14,20,6,3,7,19,14,3,3,9,22,20,,,,,
26/07/2010,5,3,5,10,20,29,3,2,9,12,26,1,3,11,15,21,1,3,8,18,14,3,3,9,22,20,,,,,
26/07/2010,6,1,5,10,20,30,3,2,10,12,26,1,3,14,16,22,1,3,9,18,15,3,3,9,22,21,,,,,
26/07/2010,7,1,5,12,21,31,3,2,10,12,27,1,3,16,17,22,1,3,8,18,16,3,3,11,22,23,,,,,
26/07/2010,8,1,5,14,21,33,2,2,10,12,27,1,3,18,19,23,2,3,10,19,17,4,3,16,23,23,,,,,
26/07/2010,9,2,5,11,22,33,7,2,10,13,27,2,3,20,20,23,3,3,14,21,18,4,3,16,23,25,,,,,
26/07/2010,10,5,5,14,23,33,17,2,11,14,28,5,3,25,21,24,12,3,19,22,18,15,3,19,24,26,,,,,
26/07/2010,11,11,5,17,23,33,34,2,21,15,30,11,4,28,21,27,21,3,21,23,18,35,3,26,25,27,,,,,
26/07/2010,12,24,5,20,23,33,30,2,23,17,33,23,4,35,21,28,35,3,21,24,19,42,3,34,25,28,,,,,
26/07/2010,13,41,5,20,23,34,36,2,16,17,36,40,4,39,21,29,47,3,18,23,20,69,3,34,26,31,,,,,
26/07/2010,14,52,5,14,21,33,37,2,12,16,38,53,4,26,20,31,43,3,22,23,21,63,3,30,26,33,,,,,
26/07/2010,15,42,5,15,19,33,35,2,18,15,39,37,4,27,20,33,29,3,15,23,21,42,4,18,25,33,,,,,
26/07/2010,16,31,5,21,17,33,40,2,10,14,41,29,4,24,18,33,29,3,11,21,20,36,4,17,22,35,,,,,
26/07/2010,17,49,5,24,14,33,25,2,11,13,43,45,4,19,16,33,44,3,10,4,20,55,4,23,21,35,,,,,
26/07/2010,18,20,6,16,14,35,14,2,10,12,45,14,4,13,14,32,28,3,17,4,20,36,4,27,21,36,,,,,
26/07/2010,19,9,6,13,13,37,9,3,9,11,48,4,4,13,12,33,5,3,17,4,16,30,4,14,21,38,,,,,
26/07/2010,20,4,6,16,13,37,10,3,11,11,48,1,4,17,12,33,3,3,17,4,17,20,4,17,21,38,,,,,
26/07/2010,21,3,5,14,13,36,7,3,10,11,50,1,4,17,11,32,1,3,15,5,17,12,4,17,20,38,,,,,
26/07/2010,22,3,5,14,13,35,11,3,10,11,53,0,4,17,11,31,1,3,12,5,18,9,4,15,20,38,,,,,
26/07/2010,23,3,5,13,13,36,16,3,10,11,55,0,4,17,11,31,1,3,15,6,18,10,4,15,21,38,,,,,
26/07/2010,24,3,5,11,13,36,9,3,10,10,55,0,4,14,10,30,1,3,15,6,18,11,4,16,21,36,,,,,
27/07/2010,1,6,5,10,12,35,3,3,9,10,56,0,4,14,10,30,2,3,13,6,18,12,4,15,21,34,,,,,
27/07/2010,2,7,5,10,11,34,5,3,9,9,57,0,4,12,10,30,5,3,9,5,18,10,4,14,20,34,,,,,
27/07/2010,3,8,5,10,11,35,5,3,8,8,58,0,4,11,10,30,5,3,8,4,18,13,4,10,17,34,,,,,
27/07/2010,4,15,4,11,11,35,7,2,7,7,58,1,4,12,9,29,4,3,7,17,18,9,4,12,16,34,,,,,
